,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:22 AM,72,64,76,3,0,28.95,0.0,SSE,Cloudy,2016-06-02
1,2:22 AM,71,64,78,5,0,28.94,0.0,S,Cloudy,2016-06-02
2,3:22 AM,70,65,84,0,0,28.94,0.0,CALM,Cloudy,2016-06-02
3,4:22 AM,69,64,84,0,0,28.94,0.0,CALM,Mostly Cloudy,2016-06-02
4,5:22 AM,69,65,87,0,0,28.95,0.0,CALM,Mostly Cloudy,2016-06-02
5,6:22 AM,70,65,84,3,0,28.96,0.0,E,Cloudy,2016-06-02
6,6:22 AM,70,65,84,5,0,28.97,0.0,ENE,Mostly Cloudy,2016-06-02
7,7:22 AM,72,66,81,6,0,28.98,0.0,E,Mostly Cloudy,2016-06-02
8,8:22 AM,75,66,73,3,0,29.00,0.0,S,Mostly Cloudy,2016-06-02
9,9:22 AM,77,65,66,0,0,29.00,0.0,CALM,Mostly Cloudy,2016-06-02
10,10:22 AM,80,66,62,5,0,29.00,0.0,VAR,Mostly Cloudy,2016-06-02
11,11:22 AM,84,65,53,5,0,29.00,0.0,ESE,Partly Cloudy,2016-06-02
12,12:22 PM,86,65,49,6,0,29.00,0.0,SSE,Partly Cloudy,2016-06-02
13,1:22 PM,88,63,43,7,0,28.98,0.0,SW,Mostly Cloudy,2016-06-02
14,2:22 PM,88,65,46,5,0,28.94,0.0,VAR,Mostly Cloudy,2016-06-02
15,3:22 PM,88,63,43,12,0,28.94,0.0,S,Mostly Cloudy,2016-06-02
16,3:48 PM,84,62,47,15,0,28.93,0.0,NNW,Mostly Cloudy,2016-06-02
17,3:54 PM,86,62,44,9,0,28.93,0.0,NNW,Mostly Cloudy,2016-06-02
18,4:22 PM,89,64,43,10,0,28.92,0.0,WSW,Mostly Cloudy,2016-06-02
19,5:22 PM,88,58,36,7,0,28.91,0.0,SSW,Mostly Cloudy,2016-06-02
20,6:16 PM,84,66,55,12,0,28.91,0.0,N,Mostly Cloudy,2016-06-02
21,6:22 PM,85,67,55,12,0,28.91,0.0,NNE,Mostly Cloudy,2016-06-02
22,7:22 PM,84,65,53,8,0,28.93,0.0,NE,Mostly Cloudy,2016-06-02
23,9:22 PM,83,65,54,8,0,28.94,0.0,NNE,Cloudy,2016-06-02
24,10:22 PM,80,66,62,9,0,28.97,0.0,W,Light Rain,2016-06-02
25,10:46 PM,77,68,74,5,0,28.98,0.1,N,Light Rain with Thunder,2016-06-02
26,11:06 PM,77,69,76,12,0,28.98,0.1,ENE,Light Rain,2016-06-02
27,11:22 PM,76,69,79,10,0,28.98,0.1,E,Mostly Cloudy,2016-06-02
28,12:22 AM,76,69,79,0,0,28.99,0.0,CALM,Partly Cloudy,2016-06-02
