,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:22 AM,73,57,57,3,0,29.07,0.0,S,Mostly Cloudy,2016-05-26
1,2:22 AM,71,57,61,3,0,29.07,0.0,SW,Mostly Cloudy,2016-05-26
2,3:22 AM,71,58,63,3,0,29.05,0.0,S,Mostly Cloudy,2016-05-26
3,4:22 AM,71,58,63,0,0,29.05,0.0,CALM,Cloudy,2016-05-26
4,5:22 AM,70,58,65,0,0,29.05,0.0,CALM,Cloudy,2016-05-26
5,6:22 AM,70,59,68,3,0,29.06,0.0,SSW,Cloudy,2016-05-26
6,6:22 AM,71,59,66,5,0,29.09,0.0,W,Cloudy,2016-05-26
7,7:22 AM,71,60,68,0,0,29.11,0.0,CALM,Cloudy,2016-05-26
8,8:22 AM,73,62,68,0,0,29.11,0.0,CALM,Cloudy,2016-05-26
9,9:22 AM,77,61,58,0,0,29.11,0.0,CALM,Mostly Cloudy,2016-05-26
10,10:22 AM,80,62,54,5,0,29.10,0.0,S,Partly Cloudy,2016-05-26
11,11:22 AM,83,61,47,6,0,29.09,0.0,WSW,Fair,2016-05-26
12,12:22 PM,83,60,46,8,0,29.08,0.0,S,Partly Cloudy,2016-05-26
13,1:22 PM,84,61,46,0,0,29.06,0.0,CALM,Partly Cloudy,2016-05-26
14,2:22 PM,85,59,41,0,0,29.03,0.0,CALM,Partly Cloudy,2016-05-26
15,3:22 PM,87,60,40,9,0,29.01,0.0,SSW,Mostly Cloudy,2016-05-26
16,4:22 PM,87,61,41,5,0,28.99,0.0,SSW,Mostly Cloudy,2016-05-26
17,5:22 PM,86,60,41,6,0,28.97,0.0,S,Partly Cloudy,2016-05-26
18,6:22 PM,85,61,44,7,0,28.97,0.0,SSW,Partly Cloudy,2016-05-26
19,7:22 PM,84,62,47,6,0,28.97,0.0,SSW,Partly Cloudy,2016-05-26
20,9:22 PM,81,61,50,6,0,28.99,0.0,SSW,Partly Cloudy,2016-05-26
21,9:24 PM,81,61,50,7,0,28.99,0.0,SSW,Thunder,2016-05-26
22,10:22 PM,81,61,50,7,0,28.99,0.0,S,Light Rain with Thunder,2016-05-26
23,10:36 PM,81,62,52,6,0,28.99,0.0,S,Partly Cloudy,2016-05-26
24,11:22 PM,79,62,56,8,0,28.99,0.0,S,Partly Cloudy,2016-05-26
25,12:22 AM,75,63,66,5,0,29.00,0.0,SW,Fair,2016-05-26
