,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:52 AM,26,24,92,15,0,29.24,0.0,NW,Light Snow,2018-01-17
1,2:00 AM,26,23,88,16,0,29.25,0.0,NW,Light Snow,2018-01-17
2,2:22 AM,25,22,88,16,0,29.24,0.0,NW,Light Snow,2018-01-17
3,2:45 AM,24,21,88,16,0,29.24,0.0,NW,Light Snow,2018-01-17
4,3:07 AM,24,21,88,15,0,29.24,0.0,NNW,Light Snow,2018-01-17
5,3:22 AM,24,21,88,12,0,29.24,0.0,NNW,Light Snow,2018-01-17
6,4:22 AM,22,20,92,14,0,29.23,0.0,NNW,Light Snow,2018-01-17
7,5:22 AM,21,19,92,14,0,29.24,0.0,NW,Light Snow,2018-01-17
8,5:54 AM,20,17,89,17,0,29.24,0.0,NW,Light Snow,2018-01-17
9,6:10 AM,20,18,92,15,0,29.24,0.0,NW,Light Snow,2018-01-17
10,6:22 AM,19,16,88,14,0,29.24,0.0,NW,Snow,2018-01-17
11,5:38 AM,18,16,92,15,0,29.23,0.0,NW,Light Snow,2018-01-17
12,5:52 AM,18,15,88,17,22,29.22,0.0,NW,Light Snow,2018-01-17
13,6:09 AM,17,15,92,18,0,29.21,0.0,NW,Snow,2018-01-17
14,6:14 AM,17,15,92,17,0,29.21,0.0,NW,Snow,2018-01-17
15,6:22 AM,17,15,92,17,0,29.22,0.1,NW,Light Snow,2018-01-17
16,6:45 AM,17,14,88,15,0,29.22,0.0,NNW,Light Snow,2018-01-17
17,6:50 AM,17,14,88,14,0,29.22,0.0,NW,Cloudy,2018-01-17
18,7:22 AM,17,12,81,12,0,29.23,0.0,NW,Cloudy,2018-01-17
19,8:22 AM,16,9,74,17,0,29.23,0.0,NNW,Partly Cloudy,2018-01-17
20,9:22 AM,14,7,74,18,0,29.25,0.0,NNW,Fair,2018-01-17
21,10:22 AM,15,8,74,14,0,29.26,0.0,WNW,Fair,2018-01-17
22,11:22 AM,16,8,71,23,32,29.29,0.0,NW,Fair / Windy,2018-01-17
23,12:22 PM,18,8,65,23,32,29.29,0.0,NW,Fair / Windy,2018-01-17
24,1:22 PM,19,8,62,17,28,29.26,0.0,WNW,Fair,2018-01-17
25,2:22 PM,22,8,55,23,29,29.24,0.0,WNW,Fair / Windy,2018-01-17
26,3:22 PM,24,8,51,24,32,29.23,0.0,NW,Fair / Windy,2018-01-17
27,4:22 PM,25,9,51,22,33,29.24,0.0,NW,Fair / Windy,2018-01-17
28,5:22 PM,25,9,51,21,33,29.25,0.0,NNW,Fair / Windy,2018-01-17
29,6:22 PM,23,9,55,22,26,29.26,0.0,NW,Fair / Windy,2018-01-17
30,7:22 PM,22,8,55,21,32,29.28,0.0,NW,Fair / Windy,2018-01-17
31,9:22 PM,22,9,58,18,26,29.28,0.0,NNW,Fair,2018-01-17
32,10:22 PM,21,9,60,15,0,29.29,0.0,NNW,Fair,2018-01-17
33,11:22 PM,20,9,62,16,0,29.29,0.0,NNW,Fair,2018-01-17
34,12:22 AM,20,9,62,17,0,29.28,0.0,NW,Fair,2018-01-17
35,1:22 AM,17,8,68,17,0,29.28,0.0,NW,Fair,2018-01-17
