,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,2:22 AM,39,30,70,16,22,29.05,0.0,NNW,Fair,2018-01-24
1,3:22 AM,38,30,73,16,0,29.06,0.0,NW,Fair,2018-01-24
2,4:22 AM,37,29,73,14,0,29.06,0.0,NNW,Fair,2018-01-24
3,5:22 AM,37,29,73,14,0,29.06,0.0,NNW,Fair,2018-01-24
4,6:22 AM,36,29,76,12,0,29.06,0.0,NNW,Fair,2018-01-24
5,6:22 AM,35,28,76,9,0,29.08,0.0,NW,Fair,2018-01-24
6,7:22 AM,36,28,73,13,0,29.08,0.0,NNW,Fair,2018-01-24
7,8:22 AM,36,28,73,12,0,29.10,0.0,NNW,Partly Cloudy,2018-01-24
8,9:22 AM,38,29,70,16,22,29.13,0.0,NW,Partly Cloudy,2018-01-24
9,10:22 AM,41,29,62,14,0,29.15,0.0,NW,Partly Cloudy,2018-01-24
10,11:22 AM,44,29,55,13,0,29.17,0.0,NW,Partly Cloudy,2018-01-24
11,12:22 PM,47,29,50,14,0,29.17,0.0,WNW,Fair,2018-01-24
12,1:22 PM,49,28,44,12,0,29.15,0.0,NW,Fair,2018-01-24
13,2:22 PM,51,25,36,18,0,29.12,0.0,NW,Fair,2018-01-24
14,3:22 PM,53,24,32,15,24,29.13,0.0,NW,Partly Cloudy,2018-01-24
15,4:22 PM,53,25,34,17,29,29.14,0.0,NW,Partly Cloudy,2018-01-24
16,5:22 PM,51,25,36,17,23,29.16,0.0,NW,Fair,2018-01-24
17,6:22 PM,49,25,39,14,0,29.19,0.0,NW,Mostly Cloudy,2018-01-24
18,7:22 PM,46,25,44,9,0,29.20,0.0,WNW,Mostly Cloudy,2018-01-24
19,9:22 PM,44,25,47,9,0,29.21,0.0,WNW,Partly Cloudy,2018-01-24
20,10:22 PM,43,25,49,12,0,29.22,0.0,NW,Partly Cloudy,2018-01-24
21,11:22 PM,41,25,53,9,0,29.23,0.0,NW,Fair,2018-01-24
22,12:22 AM,40,26,58,9,0,29.24,0.0,NW,Fair,2018-01-24
23,1:22 AM,39,26,60,7,0,29.25,0.0,NW,Fair,2018-01-24
