,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:18 AM,68,66,94,6,0,28.82,0.0,S,Mostly Cloudy,2017-04-28
1,1:22 AM,68,67,96,7,0,28.82,0.0,S,Mostly Cloudy,2017-04-28
2,1:30 AM,68,68,100,8,0,28.82,0.0,S,Mostly Cloudy,2017-04-28
3,2:22 AM,68,67,96,7,0,28.84,0.0,SW,Fog,2017-04-28
4,3:22 AM,67,66,97,5,0,28.84,0.0,SSW,Fog,2017-04-28
5,4:22 AM,68,67,96,6,0,28.85,0.0,SSW,Fog,2017-04-28
6,5:22 AM,68,68,100,6,0,28.85,0.0,SW,Fog,2017-04-28
7,6:22 AM,69,68,96,7,0,28.87,0.0,SSW,Light Drizzle,2017-04-28
8,6:22 AM,69,68,96,9,0,28.88,0.0,SSW,Light Drizzle,2017-04-28
9,6:58 AM,69,69,100,7,0,28.89,0.0,SSW,Fog,2017-04-28
10,7:22 AM,70,68,93,3,0,28.91,0.0,S,Mostly Cloudy,2017-04-28
11,8:22 AM,71,69,93,7,0,28.93,0.0,SSW,Cloudy,2017-04-28
12,8:54 AM,72,69,91,9,0,28.94,0.0,SSW,Cloudy,2017-04-28
13,9:22 AM,73,69,87,8,0,28.94,0.0,S,Cloudy,2017-04-28
14,9:38 AM,73,68,84,9,0,28.94,0.0,S,Cloudy,2017-04-28
15,10:22 AM,76,68,76,14,0,28.95,0.0,S,Mostly Cloudy,2017-04-28
16,11:22 AM,78,66,66,13,0,28.95,0.0,S,Partly Cloudy,2017-04-28
17,12:22 PM,80,65,60,12,21,28.95,0.0,S,Partly Cloudy,2017-04-28
18,1:22 PM,80,65,60,9,0,28.95,0.0,S,Mostly Cloudy,2017-04-28
19,2:22 PM,83,65,54,10,20,28.94,0.0,S,Mostly Cloudy,2017-04-28
20,3:22 PM,82,65,56,12,0,28.94,0.0,S,Partly Cloudy,2017-04-28
21,4:22 PM,83,65,54,9,22,28.94,0.0,SSW,Partly Cloudy,2017-04-28
22,5:22 PM,84,65,53,12,0,28.94,0.0,SSW,Partly Cloudy,2017-04-28
23,6:22 PM,83,66,56,12,0,28.94,0.0,S,Partly Cloudy,2017-04-28
24,7:22 PM,81,66,60,10,0,28.95,0.0,S,Mostly Cloudy,2017-04-28
25,9:22 PM,79,66,64,5,0,28.96,0.0,SSE,Cloudy,2017-04-28
26,10:22 PM,77,67,71,6,0,28.98,0.0,SSE,Mostly Cloudy,2017-04-28
27,11:22 PM,76,67,74,5,0,28.99,0.0,SSE,Mostly Cloudy,2017-04-28
28,12:22 AM,76,67,74,6,0,29.00,0.0,SSE,Mostly Cloudy,2017-04-28
