,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:22 AM,73,67,81,0,0,29.01,0.0,CALM,Fair,2017-09-17
1,2:22 AM,71,66,84,0,0,29.00,0.0,CALM,Fair,2017-09-17
2,3:22 AM,70,67,90,6,0,29.00,0.0,NW,Fair,2017-09-17
3,4:22 AM,71,66,84,3,0,28.99,0.0,N,Fair,2017-09-17
4,5:22 AM,70,66,87,0,0,28.99,0.0,CALM,Fair,2017-09-17
5,6:22 AM,69,65,87,0,0,29.00,0.0,CALM,Fair,2017-09-17
6,6:22 AM,68,65,90,0,0,29.02,0.0,CALM,Fair,2017-09-17
7,7:22 AM,69,65,87,0,0,29.04,0.0,CALM,Fair,2017-09-17
8,8:22 AM,75,66,73,5,0,29.04,0.0,ENE,Partly Cloudy,2017-09-17
9,9:22 AM,75,66,73,0,0,29.06,0.0,CALM,Mostly Cloudy,2017-09-17
10,10:22 AM,80,66,62,3,0,29.06,0.0,ENE,Fair,2017-09-17
11,11:22 AM,82,63,52,0,0,29.06,0.0,CALM,Partly Cloudy,2017-09-17
12,12:22 PM,83,64,53,5,0,29.04,0.0,SW,Partly Cloudy,2017-09-17
13,1:22 PM,87,66,49,7,0,29.01,0.0,N,Partly Cloudy,2017-09-17
14,2:22 PM,85,66,53,3,0,28.99,0.0,VAR,Mostly Cloudy,2017-09-17
15,3:22 PM,86,63,46,6,0,28.98,0.0,NNW,Partly Cloudy,2017-09-17
16,4:22 PM,87,65,48,9,0,28.96,0.0,NNW,Partly Cloudy,2017-09-17
17,5:22 PM,86,64,48,7,0,28.95,0.0,N,Partly Cloudy,2017-09-17
18,6:22 PM,85,62,46,8,0,28.95,0.0,NW,Partly Cloudy,2017-09-17
19,7:22 PM,82,64,54,8,0,28.96,0.0,NNW,Partly Cloudy,2017-09-17
20,9:22 PM,81,62,52,6,0,28.97,0.0,N,Fair,2017-09-17
21,10:22 PM,77,63,62,3,0,28.98,0.0,NNW,Fair,2017-09-17
22,11:22 PM,76,63,64,0,0,28.98,0.0,CALM,Fair,2017-09-17
23,12:22 AM,76,63,64,3,0,28.99,0.0,NNE,Fair,2017-09-17
