,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,1:22 AM,79,69,72,7,0,28.85,0.0,NNW,Partly Cloudy,2018-09-15,2018-09-15 01:22:00
1,1,2:22 AM,78,69,74,8,0,28.84,0.0,NNW,Fair,2018-09-15,2018-09-15 02:22:00
2,2,3:22 AM,77,69,76,8,0,28.83,0.0,NNW,Fair,2018-09-15,2018-09-15 03:22:00
3,3,4:22 AM,76,68,76,7,0,28.83,0.0,NNW,Fair,2018-09-15,2018-09-15 04:22:00
4,4,5:22 AM,75,68,79,9,0,28.82,0.0,NNW,Fair,2018-09-15,2018-09-15 05:22:00
5,5,6:22 AM,74,68,82,8,0,28.82,0.0,NNW,Fair,2018-09-15,2018-09-15 06:22:00
6,6,6:22 AM,73,68,84,6,0,28.83,0.0,NW,Partly Cloudy,2018-09-15,2018-09-15 06:22:00
7,7,7:22 AM,74,68,82,8,0,28.84,0.0,NNW,Fair,2018-09-15,2018-09-15 07:22:00
8,8,8:22 AM,78,69,74,9,0,28.84,0.0,NNW,Fair,2018-09-15,2018-09-15 08:22:00
9,9,9:22 AM,82,69,65,9,0,28.85,0.0,NNW,Fair,2018-09-15,2018-09-15 09:22:00
10,10,10:22 AM,86,68,55,6,0,28.86,0.0,N,Fair,2018-09-15,2018-09-15 10:22:00
11,11,11:22 AM,89,67,48,6,0,28.85,0.0,NW,Fair,2018-09-15,2018-09-15 11:22:00
12,12,11:45 AM,90,65,43,15,0,28.84,0.0,NNE,Fair,2018-09-15,2018-09-15 11:45:00
13,13,12:22 PM,91,64,41,9,0,28.83,0.0,NE,Fair,2018-09-15,2018-09-15 00:22:00
14,14,1:22 PM,92,65,41,15,0,28.82,0.0,ENE,Mostly Cloudy,2018-09-15,2018-09-15 13:22:00
15,15,2:22 PM,94,65,38,13,25,28.8,0.0,NNE,Mostly Cloudy,2018-09-15,2018-09-15 14:22:00
16,16,3:22 PM,91,65,42,16,0,28.79,0.0,ENE,Mostly Cloudy,2018-09-15,2018-09-15 15:22:00
17,17,4:22 PM,89,66,46,12,0,28.79,0.0,NE,Mostly Cloudy,2018-09-15,2018-09-15 16:22:00
18,18,5:22 PM,86,65,49,12,25,28.8,0.0,NE,Mostly Cloudy,2018-09-15,2018-09-15 17:22:00
19,19,6:22 PM,85,65,51,12,0,28.81,0.0,NNE,Mostly Cloudy,2018-09-15,2018-09-15 18:22:00
20,20,7:22 PM,80,70,71,10,0,28.82,0.0,NW,Mostly Cloudy,2018-09-15,2018-09-15 19:22:00
21,21,9:22 PM,79,70,74,7,0,28.83,0.0,VAR,Mostly Cloudy,2018-09-15,2018-09-15 21:22:00
22,22,10:22 PM,77,70,79,8,0,28.83,0.0,NW,Mostly Cloudy,2018-09-15,2018-09-15 22:22:00
23,23,11:22 PM,77,69,76,8,0,28.83,0.0,NNW,Mostly Cloudy,2018-09-15,2018-09-15 23:22:00
24,24,12:22 AM,76,69,79,8,0,28.82,0.0,NW,Mostly Cloudy,2018-09-15,2018-09-15 12:22:00
