,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,2:22 AM,65,63,93,10,0,28.65,0.0,S,Drizzle and Fog,2018-12-02,2018-12-02 02:22:00
1,1,3:22 AM,66,64,93,10,0,28.64,0.0,S,Light Rain,2018-12-02,2018-12-02 03:22:00
2,2,4:22 AM,66,64,93,8,0,28.65,0.0,S,Fog,2018-12-02,2018-12-02 04:22:00
3,3,4:36 AM,66,64,93,8,0,28.65,0.0,S,Fog,2018-12-02,2018-12-02 04:36:00
4,4,5:22 AM,67,65,93,10,0,28.65,0.0,S,Fog,2018-12-02,2018-12-02 05:22:00
5,5,6:22 AM,67,65,93,10,0,28.64,0.0,SSW,Light Rain,2018-12-02,2018-12-02 06:22:00
6,6,6:22 AM,66,64,93,8,0,28.66,0.0,S,Cloudy,2018-12-02,2018-12-02 06:22:00
7,7,7:00 AM,66,64,93,8,0,28.65,0.0,S,Cloudy,2018-12-02,2018-12-02 07:00:00
8,8,7:22 AM,67,64,90,8,0,28.66,0.0,S,Cloudy,2018-12-02,2018-12-02 07:22:00
9,9,8:22 AM,66,64,93,7,0,28.67,0.0,SSW,Cloudy,2018-12-02,2018-12-02 08:22:00
10,10,8:50 AM,66,64,93,7,0,28.68,0.0,SW,Cloudy,2018-12-02,2018-12-02 08:50:00
11,11,9:22 AM,66,61,84,6,0,28.69,0.0,W,Cloudy,2018-12-02,2018-12-02 09:22:00
12,12,10:22 AM,67,62,84,5,0,28.71,0.0,WSW,Mostly Cloudy,2018-12-02,2018-12-02 10:22:00
13,13,11:22 AM,67,57,70,9,0,28.74,0.0,W,Mostly Cloudy,2018-12-02,2018-12-02 11:22:00
14,14,12:22 PM,66,53,63,5,0,28.73,0.0,SW,Mostly Cloudy,2018-12-02,2018-12-02 00:22:00
15,15,1:22 PM,71,48,44,12,0,28.7,0.0,W,Fair,2018-12-02,2018-12-02 13:22:00
16,16,2:22 PM,73,45,37,12,0,28.67,0.0,W,Fair,2018-12-02,2018-12-02 14:22:00
17,17,3:22 PM,72,45,38,10,0,28.67,0.0,WSW,Fair,2018-12-02,2018-12-02 15:22:00
18,18,4:22 PM,72,44,37,13,0,28.68,0.0,SW,Fair,2018-12-02,2018-12-02 16:22:00
19,19,5:22 PM,70,45,41,8,0,28.7,0.0,SSW,Fair,2018-12-02,2018-12-02 17:22:00
20,20,6:22 PM,65,46,50,6,0,28.71,0.0,SW,Fair,2018-12-02,2018-12-02 18:22:00
21,21,7:22 PM,62,46,56,6,0,28.73,0.0,SW,Fair,2018-12-02,2018-12-02 19:22:00
22,22,9:22 PM,60,46,60,7,0,28.74,0.0,SW,Fair,2018-12-02,2018-12-02 21:22:00
23,23,10:22 PM,59,46,62,6,0,28.75,0.0,WSW,Fair,2018-12-02,2018-12-02 22:22:00
24,24,11:22 PM,57,46,67,6,0,28.76,0.0,SW,Fair,2018-12-02,2018-12-02 23:22:00
25,25,12:22 AM,55,46,72,7,0,28.78,0.0,WNW,Fair,2018-12-02,2018-12-02 12:22:00
26,26,1:22 AM,54,44,69,5,0,28.77,0.0,WNW,Fair,2018-12-02,2018-12-02 01:22:00
