,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,1:22 AM,43,27,53,10,0,28.94,0.0,W,Fair,2018-03-14,2018-03-14 01:22:00
1,1,2:22 AM,42,26,53,12,20,28.96,0.0,N,Fair,2018-03-14,2018-03-14 02:22:00
2,2,3:22 AM,40,25,55,10,0,28.98,0.0,NNW,Fair,2018-03-14,2018-03-14 03:22:00
3,3,4:22 AM,38,26,62,7,0,28.97,0.0,NW,Fair,2018-03-14,2018-03-14 04:22:00
4,4,5:22 AM,36,26,67,7,0,28.95,0.0,W,Fair,2018-03-14,2018-03-14 05:22:00
5,5,6:22 AM,36,26,67,10,0,28.95,0.0,WNW,Fair,2018-03-14,2018-03-14 06:22:00
6,6,6:22 AM,36,25,64,12,0,28.96,0.0,NW,Fair,2018-03-14,2018-03-14 06:22:00
7,7,7:22 AM,36,24,62,13,0,28.99,0.0,NW,Fair,2018-03-14,2018-03-14 07:22:00
8,8,8:22 AM,37,23,57,15,24,29.01,0.0,NNW,Fair,2018-03-14,2018-03-14 08:22:00
9,9,9:22 AM,38,22,53,16,23,29.03,0.0,NW,Fair,2018-03-14,2018-03-14 09:22:00
10,10,10:22 AM,40,20,45,13,21,29.04,0.0,NNW,Fair,2018-03-14,2018-03-14 10:22:00
11,11,11:22 AM,42,17,37,17,25,29.05,0.0,N,Fair,2018-03-14,2018-03-14 11:22:00
12,12,12:22 PM,45,18,34,17,0,29.04,0.0,WNW,Fair,2018-03-14,2018-03-14 00:22:00
13,13,1:22 PM,47,18,32,17,28,29.03,0.0,NW,Fair,2018-03-14,2018-03-14 13:22:00
14,14,2:22 PM,49,20,32,20,23,29.01,0.0,WNW,Fair,2018-03-14,2018-03-14 14:22:00
15,15,3:22 PM,50,17,27,13,25,28.99,0.0,NW,Fair,2018-03-14,2018-03-14 15:22:00
16,16,4:22 PM,51,18,27,17,24,28.98,0.0,WNW,Fair,2018-03-14,2018-03-14 16:22:00
17,17,5:22 PM,51,18,27,15,0,28.98,0.0,NW,Fair,2018-03-14,2018-03-14 17:22:00
18,18,6:22 PM,49,17,28,14,0,28.98,0.0,W,Fair,2018-03-14,2018-03-14 18:22:00
19,19,7:22 PM,46,18,33,12,0,28.99,0.0,WNW,Fair,2018-03-14,2018-03-14 19:22:00
20,20,9:22 PM,44,20,38,13,0,29.01,0.0,WNW,Fair,2018-03-14,2018-03-14 21:22:00
21,21,10:22 PM,43,20,40,12,0,29.02,0.0,WNW,Fair,2018-03-14,2018-03-14 22:22:00
22,22,11:22 PM,41,21,45,10,0,29.01,0.0,WNW,Fair,2018-03-14,2018-03-14 23:22:00
23,23,12:22 AM,40,21,47,8,0,29.01,0.0,WNW,Fair,2018-03-14,2018-03-14 12:22:00
