,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,1:22 AM,74,66,76,7,0,29.02,0.0,E,Partly Cloudy,2017-07-27,2017-07-27 01:22:00
1,1,2:22 AM,74,66,76,5,0,28.99,0.0,SE,Partly Cloudy,2017-07-27,2017-07-27 02:22:00
2,2,3:22 AM,74,67,79,3,0,28.99,0.0,ESE,Partly Cloudy,2017-07-27,2017-07-27 03:22:00
3,3,4:22 AM,72,67,84,0,0,28.98,0.0,CALM,Partly Cloudy,2017-07-27,2017-07-27 04:22:00
4,4,5:22 AM,74,68,82,5,0,28.98,0.0,ESE,Partly Cloudy,2017-07-27,2017-07-27 05:22:00
5,5,6:03 AM,73,68,84,3,0,28.99,0.0,ESE,Cloudy,2017-07-27,2017-07-27 06:03:00
6,6,6:15 AM,73,68,84,5,0,28.99,0.0,SE,Cloudy,2017-07-27,2017-07-27 06:15:00
7,7,6:22 AM,73,69,87,3,0,28.99,0.0,ESE,Cloudy,2017-07-27,2017-07-27 06:22:00
8,8,6:27 AM,73,69,87,6,0,28.99,0.0,ESE,Cloudy,2017-07-27,2017-07-27 06:27:00
9,9,6:22 AM,73,69,87,3,0,28.99,0.0,E,Partly Cloudy,2017-07-27,2017-07-27 06:22:00
10,10,7:22 AM,74,70,87,0,0,29.0,0.0,CALM,Mostly Cloudy,2017-07-27,2017-07-27 07:22:00
11,11,8:22 AM,76,72,87,0,0,29.01,0.0,CALM,Mostly Cloudy,2017-07-27,2017-07-27 08:22:00
12,12,9:22 AM,81,73,77,0,0,29.01,0.0,CALM,Fair,2017-07-27,2017-07-27 09:22:00
13,13,10:22 AM,83,69,63,3,0,29.0,0.0,VAR,Partly Cloudy,2017-07-27,2017-07-27 10:22:00
14,14,11:22 AM,86,70,59,5,0,28.98,0.0,VAR,Fair,2017-07-27,2017-07-27 11:22:00
15,15,12:22 PM,88,70,55,6,0,28.98,0.0,VAR,Fair,2017-07-27,2017-07-27 00:22:00
16,16,1:22 PM,89,71,55,7,0,28.94,0.0,WNW,Partly Cloudy,2017-07-27,2017-07-27 13:22:00
17,17,2:22 PM,89,70,53,5,0,28.93,0.0,VAR,Partly Cloudy,2017-07-27,2017-07-27 14:22:00
18,18,3:22 PM,90,71,54,6,0,28.9,0.0,SW,Partly Cloudy,2017-07-27,2017-07-27 15:22:00
19,19,4:22 PM,90,71,54,3,0,28.89,0.0,VAR,Mostly Cloudy,2017-07-27,2017-07-27 16:22:00
20,20,5:12 PM,82,70,67,21,29,28.89,0.0,N,Thunder in the Vicinity,2017-07-27,2017-07-27 17:12:00
21,21,5:22 PM,81,70,69,18,28,28.89,0.0,N,Thunder in the Vicinity,2017-07-27,2017-07-27 17:22:00
22,22,5:40 PM,79,70,74,23,29,28.91,0.0,NW,T-Storm / Windy,2017-07-27,2017-07-27 17:40:00
23,23,5:43 PM,79,71,77,21,0,28.91,0.0,NNW,Heavy T-Storm / Windy,2017-07-27,2017-07-27 17:43:00
24,24,5:49 PM,76,73,91,12,0,28.92,0.1,NNW,T-Storm,2017-07-27,2017-07-27 17:49:00
25,25,6:16 PM,75,72,89,8,0,28.89,0.1,SSE,Cloudy,2017-07-27,2017-07-27 18:16:00
26,26,6:22 PM,76,73,91,5,0,28.89,0.1,SSW,Cloudy,2017-07-27,2017-07-27 18:22:00
27,27,7:22 PM,78,73,84,0,0,28.9,0.0,CALM,Cloudy,2017-07-27,2017-07-27 19:22:00
28,28,9:22 PM,78,73,84,0,0,28.89,0.0,CALM,Mostly Cloudy,2017-07-27,2017-07-27 21:22:00
29,29,10:22 PM,75,73,94,6,0,28.9,0.0,S,Mostly Cloudy,2017-07-27,2017-07-27 22:22:00
30,30,11:22 PM,75,72,90,0,0,28.89,0.0,CALM,Mostly Cloudy,2017-07-27,2017-07-27 23:22:00
31,31,12:22 AM,75,72,90,0,0,28.89,0.0,CALM,Mostly Cloudy,2017-07-27,2017-07-27 12:22:00
