,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,2:22 AM,52,52,100,8,0,29.05,0.0,ESE,Light Drizzle,2017-12-22,2017-12-22 02:22:00
1,1,3:22 AM,52,52,100,6,0,29.05,0.0,ESE,Light Drizzle,2017-12-22,2017-12-22 03:22:00
2,2,4:22 AM,52,52,100,6,0,29.06,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 04:22:00
3,3,5:22 AM,51,51,100,6,0,29.07,0.0,SE,Fog,2017-12-22,2017-12-22 05:22:00
4,4,6:22 AM,51,51,100,3,0,29.08,0.0,SE,Mist,2017-12-22,2017-12-22 06:22:00
5,5,5:56 AM,51,51,100,3,0,29.09,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 05:56:00
6,6,6:22 AM,51,51,100,6,0,29.09,0.0,SSE,Light Drizzle,2017-12-22,2017-12-22 06:22:00
7,7,6:38 AM,51,51,100,5,0,29.1,0.0,S,Light Drizzle,2017-12-22,2017-12-22 06:38:00
8,8,7:08 AM,51,51,100,5,0,29.1,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 07:08:00
9,9,7:22 AM,51,51,100,6,0,29.09,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 07:22:00
10,10,7:36 AM,51,51,100,6,0,29.1,0.0,ESE,Light Drizzle,2017-12-22,2017-12-22 07:36:00
11,11,8:02 AM,51,51,100,5,0,29.11,0.0,SE,Drizzle and Fog,2017-12-22,2017-12-22 08:02:00
12,12,8:22 AM,51,51,100,6,0,29.1,0.0,SE,Drizzle and Fog,2017-12-22,2017-12-22 08:22:00
13,13,8:52 AM,51,51,100,7,0,29.1,0.0,SE,Drizzle and Fog,2017-12-22,2017-12-22 08:52:00
14,14,9:10 AM,51,51,100,8,0,29.11,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 09:10:00
15,15,9:22 AM,51,51,100,6,0,29.11,0.0,SE,Light Drizzle,2017-12-22,2017-12-22 09:22:00
16,16,10:22 AM,52,52,100,6,0,29.13,0.0,SE,Fog,2017-12-22,2017-12-22 10:22:00
17,17,11:22 AM,53,52,96,7,0,29.12,0.0,ESE,Fog,2017-12-22,2017-12-22 11:22:00
18,18,11:42 AM,53,53,100,7,0,29.12,0.0,ESE,Cloudy,2017-12-22,2017-12-22 11:42:00
19,19,12:22 PM,54,53,97,6,0,29.1,0.0,SE,Cloudy,2017-12-22,2017-12-22 00:22:00
20,20,12:39 PM,54,53,97,7,0,29.1,0.0,SSE,Cloudy,2017-12-22,2017-12-22 00:39:00
21,21,1:22 PM,54,54,100,6,0,29.08,0.0,SSE,Light Rain,2017-12-22,2017-12-22 13:22:00
22,22,1:35 PM,54,54,100,8,0,29.07,0.0,ESE,Light Rain,2017-12-22,2017-12-22 13:35:00
23,23,1:59 PM,55,54,96,7,0,29.06,0.0,E,Cloudy,2017-12-22,2017-12-22 13:59:00
24,24,2:22 PM,55,55,100,8,0,29.05,0.0,SE,Cloudy,2017-12-22,2017-12-22 14:22:00
25,25,3:22 PM,56,55,97,9,0,29.06,0.0,SSE,Light Drizzle,2017-12-22,2017-12-22 15:22:00
26,26,4:22 PM,56,55,97,7,0,29.05,0.0,SE,Cloudy,2017-12-22,2017-12-22 16:22:00
27,27,5:22 PM,55,55,100,9,0,29.04,0.0,SE,Cloudy,2017-12-22,2017-12-22 17:22:00
28,28,6:22 PM,55,55,100,7,0,29.05,0.0,SE,Cloudy,2017-12-22,2017-12-22 18:22:00
29,29,6:52 PM,55,55,100,8,0,29.05,0.0,SE,Fog,2017-12-22,2017-12-22 18:52:00
30,30,7:22 PM,55,55,100,7,0,29.05,0.0,SE,Fog,2017-12-22,2017-12-22 19:22:00
31,31,9:22 PM,56,56,100,5,0,29.04,0.0,SE,Fog,2017-12-22,2017-12-22 21:22:00
32,32,9:29 PM,56,56,100,6,0,29.05,0.0,S,Cloudy,2017-12-22,2017-12-22 21:29:00
33,33,10:06 PM,56,56,100,7,0,29.03,0.0,SSE,Cloudy,2017-12-22,2017-12-22 22:06:00
34,34,10:22 PM,57,56,96,12,0,29.04,0.0,SSE,Cloudy,2017-12-22,2017-12-22 22:22:00
35,35,11:22 PM,57,56,96,8,0,29.03,0.0,SSE,Cloudy,2017-12-22,2017-12-22 23:22:00
36,36,12:18 AM,57,55,94,8,0,29.02,0.0,SSE,Partly Cloudy,2017-12-22,2017-12-22 12:18:00
37,37,12:22 AM,57,56,96,8,0,29.02,0.0,SSE,Partly Cloudy,2017-12-22,2017-12-22 12:22:00
38,38,1:22 AM,56,56,100,6,0,29.01,0.0,SSE,Mostly Cloudy,2017-12-22,2017-12-22 01:22:00
