,Unnamed: 0,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date,time
0,0,2:22 AM,57,43,59,29,37,28.91,0.0,NNW,Cloudy / Windy,2017-03-02,2017-03-02 02:22:00
1,1,3:22 AM,54,41,62,24,33,28.94,0.0,N,Mostly Cloudy / Windy,2017-03-02,2017-03-02 03:22:00
2,2,4:22 AM,51,31,46,22,30,28.95,0.0,NNW,Mostly Cloudy / Windy,2017-03-02,2017-03-02 04:22:00
3,3,5:22 AM,49,27,43,13,26,28.97,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 05:22:00
4,4,6:22 AM,47,27,46,14,28,29.0,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 06:22:00
5,5,6:22 AM,45,27,49,20,25,29.01,0.0,NNW,Fair,2017-03-02,2017-03-02 06:22:00
6,6,7:22 AM,43,27,53,15,0,29.05,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 07:22:00
7,7,8:22 AM,43,26,51,17,25,29.07,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 08:22:00
8,8,9:22 AM,45,26,48,15,24,29.09,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 09:22:00
9,9,10:22 AM,48,26,42,17,23,29.13,0.0,NNW,Partly Cloudy,2017-03-02,2017-03-02 10:22:00
10,10,11:22 AM,50,25,38,14,25,29.15,0.0,NNW,Fair,2017-03-02,2017-03-02 11:22:00
11,11,12:22 PM,53,25,34,16,28,29.16,0.0,NW,Fair,2017-03-02,2017-03-02 00:22:00
12,12,1:22 PM,54,23,30,21,25,29.16,0.0,NNW,Partly Cloudy / Windy,2017-03-02,2017-03-02 13:22:00
13,13,2:22 PM,56,25,30,15,24,29.15,0.0,NW,Partly Cloudy,2017-03-02,2017-03-02 14:22:00
14,14,3:22 PM,57,22,26,16,28,29.14,0.0,NNW,Mostly Cloudy,2017-03-02,2017-03-02 15:22:00
15,15,4:22 PM,57,20,24,20,26,29.15,0.0,NNW,Mostly Cloudy,2017-03-02,2017-03-02 16:22:00
16,16,5:22 PM,57,19,23,18,0,29.15,0.0,NW,Mostly Cloudy,2017-03-02,2017-03-02 17:22:00
17,17,6:22 PM,55,19,24,14,0,29.17,0.0,NNW,Mostly Cloudy,2017-03-02,2017-03-02 18:22:00
18,18,7:22 PM,53,19,26,10,0,29.19,0.0,NW,Mostly Cloudy,2017-03-02,2017-03-02 19:22:00
19,19,9:22 PM,50,21,32,7,0,29.2,0.0,NNW,Fair,2017-03-02,2017-03-02 21:22:00
20,20,10:22 PM,48,22,36,7,0,29.22,0.0,VAR,Fair,2017-03-02,2017-03-02 22:22:00
21,21,11:22 PM,47,22,37,6,0,29.24,0.0,NW,Fair,2017-03-02,2017-03-02 23:22:00
22,22,12:22 AM,45,24,44,7,0,29.25,0.0,NW,Fair,2017-03-02,2017-03-02 12:22:00
23,23,1:22 AM,43,25,49,7,0,29.26,0.0,NW,Fair,2017-03-02,2017-03-02 01:22:00
